AF,0
AFZ,0
AH,0
AK,0
AL,0
FA,1
G,0
HN,0
HZ,0
I,0
IVL,0
L,0
MV,0
OR,0
OT,0
PD,0
R,0
RS,0
S,1
SPA,1
SPE,1
TB,0
V,0
VMS,0
VMT,0
VS,0
W,1
WD,1
WG,0
WT,0
WZ,0
Z,0
